4	204334697,1136899827
101	2874172511,1048844748
3	2543096712,911829521
34	1917159093,2599766505
2	4045316164,2587613663
101	4144184245,2306118844
101	1257901501,1136355816
120	201450599,2965587538
68	852966317,258888060
34	2936391648,3432400594
37	1019889269,1781488627
87	2874829612,2874016043
73	3380554691,2275628864
115	1797814820,2430317810
12	1251628089,1972430590
1	2282139734,239682314
50	334663612,2477100112
3	1100192965,3145819332
26	1928707516,524117404
8	1806728030,1608272668
54	1811020499,2740706109
72	4216305363,3919130279
85	2229838779,1633982757
5	3847892859,3591143789
128	2940421045,195004951
114	3719258704,3761945258
126	2805591423,3099277895
54	4042246020,1779919050
49	3990204732,3948446028
51	1609245043,3983236653
42	3671083034,3097391880
36	2739256613,3458668547
26	302631618,1591521547
62	457520733,1189048484
101	1755164258,3339199832
22	1107982620,172172604
80	2074151120,1257796329
33	658235924,4282392232
24	662817412,2020988284
63	1335874069,1993133224
26	1938947750,4238273949
18	2815032965,1455777804
19	3785508679,650532525
114	1707226531,2248262962
37	2963609498,2389865982
6	2759926239,3662301977
8	1402328481,2520547332
81	64358286,1279626651
12	2276179119,2118720888
84	4085086231,1667948486
3	652614014,177848346
27	3131452480,3128604781
42	1597192692,3687958115
51	28636069,1269594421
26	2267206882,2347741342
109	20651069,589406308
80	1328250496,2362686958
127	3277610516,2525848847
46	1038924928,4188521954
42	2448703436,582194652
29	745408647,2104655124
39	1502425448,1899235925
129	1684181484,2568028650
80	3131044404,30276897
132	1870488064,2165037096
37	3843772156,3794819616
42	3577446049,2319001906
120	3526530794,1277330074
54	1541201351,3828077589
81	2512186567,4023580319
42	2337175465,3012154408
12	2804821236,515197845
5	4111928695,830165072
120	1408482214,2418593078
42	1602178194,3410166919
88	1181240889,1206861564
45	2500464546,1415890655
126	3171556621,3642259028
29	2209970091,3908099016
52	1196502776,3749610039
39	345412332,442449977
17	3339400390,2015054313
51	4030900020,3554567715
128	2876330275,2647956656
127	70764301,3482497877
46	3777428124,3019073344
129	3532505465,428774842
25	882537637,3333780701
6	2714581096,3362900158
120	4040341720,579953175
59	191749610,3345071649
76	1987222939,3353824580
68	1888956863,1819554217
64	2493920090,900087438
42	2022153236,1101421527
67	2758721015,4073767927
66	3879831533,2788103951
64	1007266354,2887148665
8	1047380683,899371440
23	2723850512,605776109
60	997819949,1521023703
26	1350277265,1784587371
126	3251416406,1337151426
115	3728947390,3146719341
128	2597269785,3808612303
21	2285563393,3141826289
12	2008635961,2050281492
132	1751955183,2424675826
2	183950813,3877239177
128	3590351290,370598285
21	1771689316,1030296308
34	1002417756,99535265
61	2055708343,15676791
45	3413344411,4192583409
60	2425756084,2607865150
68	2055221319,1765114885
126	338036579,1731686490
19	3624182958,414022305
63	2002606487,904864757
127	3330591633,2469200887
19	1016681718,273019278
64	777673449,3324867696
21	3165359999,1045293814
11	3309154836,1985773225
19	1223859662,2823273650
10	4111299714,2222968240
38	2493158458,3184071825
10	1966644645,1017865189
34	1603412120,2541188549
64	1599875888,4177141846
68	4180758614,3500909178
63	4104820710,681021743
6	156889307,3269028345
37	3408272554,3280873087
81	268269110,2473220859
127	285714570,824363066
46	1194369554,1327722436
127	2796951656,1257677526
57	437671219,4275914907
66	924915917,2312363815
23	2076870744,1896402476
59	877286635,3752217885
111	194668970,198318951
115	2580473215,2130359737
12	312668851,4043247217
97	114700891,3368683764
26	101314680,2963665082
73	1736763286,3827024617
111	1568844664,1922018436
126	3500115633,59647021
76	3171731349,1274780692
74	3619752104,2807949395
28	3659629716,3637767931
30	726200313,2461692121
129	2952879928,2386055442
6	144675306,422871068
115	2821774422,3386147104
21	2890594751,2981002080
123	2376734338,2128888522
20	867847179,480129272
37	376439795,2170673833
47	968726678,565492318
24	2194457939,2905163816
80	1504730943,3276500768
21	1533359848,3849997590
29	734720184,169763606
6	1302216479,149802581
132	1641973534,2398139855
87	13473225,2615727372
71	1093884910,1358904946
50	1625821194,1450116133
71	2561758256,3394326446
3	2574353442,2182182258
6	352719419,509332552
33	2381372025,3372784399
51	2536238330,1167147498
76	2628717576,1133535999
26	344824181,2166446735
48	1053757095,3244075336
127	2626053157,113457159
65	3658337584,3789975834
34	2032974349,2179718780
77	1827943594,1740419717
12	1724873293,2499762333
95	1486073672,4100844835
34	193956506,3855754551
24	4160090273,2462511502
46	1165017790,2229968917
37	355795742,1180805670
64	932303814,3537551939
36	172377006,2170893952
17	3022283513,3491544504
109	3234841972,3118296733
129	166786023,2332057056
109	506149795,1407398314
17	3464416017,4256057264
120	3944195859,2157544064
19	1296894331,3237102253
20	2302282677,619548177
20	2950584313,1884630879
65	1557170986,3105991010
18	3795319531,171040347
21	2769745382,3344219210
26	1898559364,388095708
71	1338180388,2728481566
123	1551747434,2391232052
26	138654804,398294832
126	1171429533,3540719121
38	502331366,1325827309
101	1322254554,2056541444
34	195626160,1468452566
17	1121056556,2950444642
18	1688001102,2791215454
46	620602899,712428617
114	185955765,3001266183
123	1607110489,2320819258
66	821698277,3932374506
52	1227905238,119053779
1	1000570675,2019938152
52	1210512414,2040100122
77	853097328,116973310
12	2955730916,3128709182
129	1069869482,1449235606
3	2568711563,73043987
64	2182497300,2803520887
75	1609869036,3593292133
71	3174202722,1136468530
21	2738776011,1924609666
88	2859024133,269703043
69	773305124,3081197268
127	388847048,3720874607
38	4111846171,1110840900
69	2007427743,1031231784
115	1310171195,3795135408
24	3464307646,2809987173
0	3302797455,752938767
30	2090098675,513397898
49	2890493926,2798290069
65	2229284364,2610625274
80	1295426639,580450982
85	3462567725,3131064012
67	3516749213,1375245853
71	1744277855,3686968553
65	2352300784,1375563928
17	3172843774,591514062
39	1095934751,3006828187
69	1838014178,2625126845
80	1982575451,2750515793
12	3828627317,3288171449
14	392439295,3002123339
129	4035557216,1357539933
126	1208847492,2451680577
28	1272880230,3544141428
129	1246522069,2738115884
109	3117606506,4254888340
2	1132419777,1740333045
3	3988197246,3373413891
49	1659734886,1101458262
132	1133580277,3397480966
47	721762879,370148323
75	3104613960,452417332
12	2462347680,2390329336
61	2983921107,4033223637
59	1525883320,1624687270
126	927893471,3106308243
63	2232283954,1992853497
36	3929283482,3229337539
25	3675329102,2760456556
1	1086004036,1454272169
68	897395233,1037804884
6	2382305968,1207807413
123	365730399,1748658724
3	2003141702,107117752
68	3259872535,2035817670
29	1022186404,1519355689
101	266862169,2994221883
68	3642518093,2616516338
133	1799308967,618921224
53	1109022734,3856993261
80	3273074671,3957286540
95	31114109,1895716058
0	1052201911,515344361
81	1990324312,1127436855
3	798475562,279336594
2	1904287293,4196264491
22	3859460054,3378955939
11	1058690135,2730754250
120	213495383,668060545
10	2136794876,74830129
47	1112681706,1863619738
59	4189790981,2543322315
65	2812606162,4096156422
38	103961561,527388775
54	4081942025,3105836706
109	257059242,1883489359
73	1000697092,2404758869
61	1443957786,307534765
25	1511904504,167827129
111	1106870655,3361144093
36	2918228566,396632407
30	1142069120,1698118426
114	3314778777,1028917395
132	3535749761,2818304355
45	2000789484,727561431
111	1203739713,3049430900
111	1516995959,3542393926
37	2279346065,2206711354
52	1664150736,1589229982
39	1066827588,1741457240
33	2188849876,4151340794
80	3799479347,2088910471
114	1275573012,3053405476
59	3293176306,2855534395
114	3262242890,745394188
68	2454419336,3462369665
74	3082541740,4294014436
85	3751891936,1561872423
30	1240320695,2914418179
52	810629985,3253264058
51	2379377226,1781868278
59	3159752968,2506851010
22	2701026563,3461450917
2	2102987396,1920038393
35	916944176,3518995024
19	787687200,541419857
39	219756052,1084813102
129	1130790339,2162605409
36	795080303,3784858077
